date_administered,administering_provider_type,new_primary_series_doses,new_recipients,new_series_completed,new_booster_doses,new_booster_recipients,new_2nd_booster_recipients,new_bivalent_booster_doses,new_bivalent_booster_recipients,cumulative_primary_series_doses,cumulative_recipients,cumulative_series_completed,cumulative_booster_doses,cumulative_booster_recipients,cumulative_2nd_booster_recipients,cumulative_bivalent_booster_doses,cumulative_bivalent_booster_recipients,data_as_of,data_updated_at,data_loaded_at
2022/01/08,All Providers,1003,491,517,3085,3063,20,0,0,1423800,766887,714613,423409,421821,1172,0,0,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:11 AM
2022/01/09,All Providers,362,199,163,1109,1097,11,0,0,1424162,767086,714776,424518,422918,1183,0,0,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:11 AM
2022/01/10,All Providers,1065,635,438,4445,4412,31,0,0,1425227,767721,715214,428963,427330,1214,0,0,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:11 AM
2022/01/11,All Providers,1120,664,474,4459,4424,32,0,0,1426347,768385,715688,433422,431754,1246,0,0,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:11 AM
2022/01/12,All Providers,1151,671,495,4439,4398,36,0,0,1427498,769056,716183,437861,436152,1282,0,0,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:11 AM
2022/01/13,All Providers,1017,584,440,4118,4079,36,0,0,1428515,769640,716623,441979,440231,1318,0,0,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:11 AM
2022/01/14,All Providers,1080,696,395,4550,4492,50,0,0,1429595,770336,717018,446529,444723,1368,0,0,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:11 AM
2022/01/15,All Providers,577,372,206,2410,2387,20,0,0,1430172,770708,717224,448939,447110,1388,0,0,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:11 AM
2022/01/16,All Providers,259,164,96,1008,996,11,0,0,1430431,770872,717320,449947,448106,1399,0,0,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:11 AM
2022/01/17,All Providers,667,448,224,2896,2865,29,0,0,1431098,771320,717544,452843,450971,1428,0,0,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:11 AM
2022/01/18,All Providers,929,517,423,3379,3334,39,0,0,1432027,771837,717967,456222,454305,1467,0,0,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:11 AM
2022/01/19,All Providers,950,541,415,3370,3335,33,0,0,1432977,772378,718382,459592,457640,1500,0,0,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:11 AM
2022/01/20,All Providers,864,494,381,3122,3069,50,0,0,1433841,772872,718763,462714,460709,1550,0,0,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:11 AM
2022/01/21,All Providers,844,509,341,3387,3313,67,0,0,1434685,773381,719104,466101,464022,1617,0,0,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:11 AM
2022/01/22,All Providers,547,356,193,1705,1676,25,0,0,1435232,773737,719297,467806,465698,1642,0,0,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:11 AM
2022/01/23,All Providers,228,138,91,879,859,18,0,0,1435460,773875,719388,468685,466557,1660,0,0,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:11 AM
2022/01/24,All Providers,817,485,343,2797,2729,65,0,0,1436277,774360,719731,471482,469286,1725,0,0,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:11 AM
2022/01/25,All Providers,785,463,333,2920,2860,58,0,0,1437062,774823,720064,474402,472146,1783,0,0,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:11 AM
2022/01/26,All Providers,857,444,424,2708,2641,67,0,0,1437919,775267,720488,477110,474787,1850,0,0,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:11 AM
2022/01/27,All Providers,781,410,378,2563,2485,75,0,0,1438700,775677,720866,479673,477272,1925,0,0,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:11 AM
2022/01/28,All Providers,927,491,445,2893,2798,90,0,0,1439627,776168,721311,482566,480070,2015,0,0,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:11 AM
2022/01/29,All Providers,631,312,326,1605,1534,70,0,0,1440258,776480,721637,484171,481604,2085,0,0,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:11 AM
2022/01/30,All Providers,242,117,125,660,638,19,0,0,1440500,776597,721762,484831,482242,2104,0,0,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:11 AM
2022/01/31,All Providers,679,365,324,2013,1919,93,0,0,1441179,776962,722086,486844,484161,2197,0,0,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:11 AM
2022/02/01,All Providers,619,302,325,1697,1615,80,0,0,1441798,777264,722411,488541,485776,2277,0,0,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:11 AM
2022/02/02,All Providers,675,311,376,1669,1579,88,0,0,1442473,777575,722787,490210,487355,2365,0,0,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:11 AM
2022/02/03,All Providers,592,296,306,1578,1509,68,0,0,1443065,777871,723093,491788,488864,2433,0,0,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:11 AM
2022/02/04,All Providers,843,405,447,1954,1829,123,0,0,1443908,778276,723540,493742,490693,2556,0,0,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:11 AM
2022/02/05,All Providers,535,274,263,900,835,63,0,0,1444443,778550,723803,494642,491528,2619,0,0,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:11 AM
2022/02/06,All Providers,207,126,81,507,481,25,0,0,1444650,778676,723884,495149,492009,2644,0,0,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:11 AM
2022/02/07,All Providers,549,275,283,1456,1351,103,0,0,1445199,778951,724167,496605,493360,2747,0,0,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:11 AM
2022/02/08,All Providers,533,292,255,1277,1196,78,0,0,1445732,779243,724422,497882,494556,2825,0,0,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:11 AM
2022/02/09,All Providers,608,276,335,1280,1198,79,0,0,1446340,779519,724757,499162,495754,2904,0,0,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:11 AM
2022/02/10,All Providers,465,243,229,1121,1035,80,0,0,1446805,779762,724986,500283,496789,2984,0,0,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:11 AM
2022/02/11,All Providers,592,284,311,1434,1315,115,0,0,1447397,780046,725297,501717,498104,3099,0,0,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:11 AM
2022/02/12,All Providers,406,201,208,656,614,38,0,0,1447803,780247,725505,502373,498718,3137,0,0,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:11 AM
2022/02/13,All Providers,131,87,44,294,273,20,0,0,1447934,780334,725549,502667,498991,3157,0,0,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:11 AM
2022/02/14,All Providers,320,163,159,830,740,88,0,0,1448254,780497,725708,503497,499731,3245,0,0,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:11 AM
2022/02/15,All Providers,390,170,228,810,724,82,0,0,1448644,780667,725936,504307,500455,3327,0,0,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:11 AM
2022/02/16,All Providers,419,191,234,1067,979,83,0,0,1449063,780858,726170,505374,501434,3410,0,0,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:11 AM
2022/02/17,All Providers,424,198,230,1005,916,87,0,0,1449487,781056,726400,506379,502350,3497,0,0,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:11 AM
2022/02/18,All Providers,531,249,286,1196,1062,131,0,0,1450018,781305,726686,507575,503412,3628,0,0,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:11 AM
2022/02/19,All Providers,291,145,147,624,579,43,0,0,1450309,781450,726833,508199,503991,3671,0,0,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:11 AM
2022/02/20,All Providers,124,67,57,306,266,37,0,0,1450433,781517,726890,508505,504257,3708,0,0,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:11 AM
2022/02/21,All Providers,230,115,118,524,464,58,0,0,1450663,781632,727008,509029,504721,3766,0,0,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:11 AM
2022/02/22,All Providers,324,151,176,821,722,91,0,0,1450987,781783,727184,509850,505443,3857,0,0,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:11 AM
2022/02/23,All Providers,332,162,174,840,756,82,0,0,1451319,781945,727358,510690,506199,3939,0,0,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:11 AM
2022/02/24,All Providers,381,217,169,780,697,81,0,0,1451700,782162,727527,511470,506896,4020,0,0,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:11 AM
2022/02/25,All Providers,482,276,213,1048,947,99,0,0,1452182,782438,727740,512518,507843,4119,0,0,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:11 AM
2022/02/26,All Providers,232,128,109,522,483,38,0,0,1452414,782566,727849,513040,508326,4157,0,0,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:11 AM
2022/02/27,All Providers,113,62,51,226,208,18,0,0,1452527,782628,727900,513266,508534,4175,0,0,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:11 AM
2022/02/28,All Providers,308,175,138,843,758,81,0,0,1452835,782803,728038,514109,509292,4256,0,0,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:11 AM
2022/03/01,All Providers,233,127,118,637,550,82,0,0,1453068,782930,728156,514746,509842,4338,0,0,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:11 AM
2022/03/02,All Providers,246,123,124,601,524,76,0,0,1453314,783053,728280,515347,510366,4414,0,0,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:11 AM
2022/03/03,All Providers,230,148,90,630,540,87,0,0,1453544,783201,728370,515977,510906,4501,0,0,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:11 AM
2022/03/04,All Providers,364,193,177,772,673,97,0,0,1453908,783394,728547,516749,511579,4598,0,0,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:11 AM
2022/03/05,All Providers,206,112,94,360,332,28,0,0,1454114,783506,728641,517109,511911,4626,0,0,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:11 AM
2022/03/06,All Providers,91,50,41,155,138,17,0,0,1454205,783556,728682,517264,512049,4643,0,0,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:11 AM
2022/03/07,All Providers,244,152,96,559,470,89,0,0,1454449,783708,728778,517823,512519,4732,0,0,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:11 AM
2022/03/08,All Providers,208,119,89,493,429,63,0,0,1454657,783827,728867,518316,512948,4795,0,0,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:11 AM
2022/03/09,All Providers,244,142,109,524,434,89,0,0,1454901,783969,728976,518840,513382,4884,0,0,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:11 AM
2022/03/10,All Providers,263,124,143,542,454,87,0,0,1455164,784093,729119,519382,513836,4971,0,0,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:11 AM
2022/03/11,All Providers,345,189,158,640,548,87,0,0,1455509,784282,729277,520022,514384,5058,0,0,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:11 AM
2022/03/12,All Providers,188,101,89,313,273,35,0,0,1455697,784383,729366,520335,514657,5093,0,0,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:11 AM
2022/03/13,All Providers,79,46,36,147,137,10,0,0,1455776,784429,729402,520482,514794,5103,0,0,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:11 AM
2022/03/14,All Providers,187,112,78,474,385,88,0,0,1455963,784541,729480,520956,515179,5191,0,0,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:11 AM
2022/03/15,All Providers,189,105,92,492,408,82,0,0,1456152,784646,729572,521448,515587,5273,0,0,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:11 AM
2022/03/16,All Providers,201,109,97,476,361,110,0,0,1456353,784755,729669,521924,515948,5383,0,0,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:11 AM
2022/03/17,All Providers,236,127,116,501,387,109,0,0,1456589,784882,729785,522425,516335,5492,0,0,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:11 AM
2022/03/18,All Providers,304,169,139,610,460,144,0,0,1456893,785051,729924,523035,516795,5636,0,0,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:11 AM
2022/03/19,All Providers,182,103,79,282,212,69,0,0,1457075,785154,730003,523317,517007,5705,0,0,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:11 AM
2022/03/20,All Providers,89,55,35,194,134,58,0,0,1457164,785209,730038,523511,517141,5763,0,0,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:11 AM
2022/03/21,All Providers,197,119,79,477,338,137,0,0,1457361,785328,730117,523988,517479,5900,0,0,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:11 AM
2022/03/22,All Providers,156,93,67,399,289,104,0,0,1457517,785421,730184,524387,517768,6004,0,0,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:11 AM
2022/03/23,All Providers,184,97,91,462,341,119,0,0,1457701,785518,730275,524849,518109,6123,0,0,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:11 AM
2022/03/24,All Providers,191,114,82,474,343,131,0,0,1457892,785632,730357,525323,518452,6254,0,0,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:11 AM
2022/03/25,All Providers,209,114,98,495,374,120,0,0,1458101,785746,730455,525818,518826,6374,0,0,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:11 AM
2022/03/26,All Providers,142,82,61,261,199,61,0,0,1458243,785828,730516,526079,519025,6435,0,0,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:11 AM
2022/03/27,All Providers,78,50,28,195,134,61,0,0,1458321,785878,730544,526274,519159,6496,0,0,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:11 AM
2022/03/28,All Providers,196,103,96,504,361,141,0,0,1458517,785981,730640,526778,519520,6637,0,0,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:11 AM
2022/03/29,All Providers,159,89,74,695,349,342,0,0,1458676,786070,730714,527473,519869,6979,0,0,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:11 AM
2022/03/30,All Providers,173,87,87,1293,403,885,0,0,1458849,786157,730801,528766,520272,7864,0,0,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:11 AM
2022/03/31,All Providers,212,106,110,1796,495,1294,0,0,1459061,786263,730911,530562,520767,9158,0,0,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:11 AM
2022/04/01,All Providers,244,117,130,2480,427,2047,0,0,1459305,786380,731041,533042,521194,11205,0,0,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:11 AM
2022/04/02,All Providers,131,69,63,1201,184,1014,0,0,1459436,786449,731104,534243,521378,12219,0,0,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:11 AM
2022/04/03,All Providers,84,40,44,764,108,654,0,0,1459520,786489,731148,535007,521486,12873,0,0,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:11 AM
2022/04/04,All Providers,235,110,129,2741,363,2372,0,0,1459755,786599,731277,537748,521849,15245,0,0,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:11 AM
2022/04/05,All Providers,186,99,98,2348,343,1996,0,0,1459941,786698,731375,540096,522192,17241,0,0,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:11 AM
2022/04/06,All Providers,204,109,96,2262,341,1912,0,0,1460145,786807,731471,542358,522533,19153,0,0,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:11 AM
2022/04/07,All Providers,224,125,104,2508,337,2161,0,0,1460369,786932,731575,544866,522870,21314,0,0,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:11 AM
2022/04/08,All Providers,275,121,156,3127,400,2719,0,0,1460644,787053,731731,547993,523270,24033,0,0,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:11 AM
2022/04/09,All Providers,139,86,55,1537,199,1335,0,0,1460783,787139,731786,549530,523469,25368,0,0,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:11 AM
2022/04/10,All Providers,94,66,28,729,109,616,0,0,1460877,787205,731814,550259,523578,25984,0,0,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:11 AM
2022/04/11,All Providers,197,108,92,2613,275,2337,0,0,1461074,787313,731906,552872,523853,28321,0,0,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:11 AM
2022/04/12,All Providers,217,129,92,2469,310,2153,0,0,1461291,787442,731998,555341,524163,30474,0,0,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:11 AM
2022/04/13,All Providers,248,156,94,2452,317,2126,0,0,1461539,787598,732092,557793,524480,32600,0,0,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:11 AM
2022/04/14,All Providers,214,123,93,2558,373,2180,0,0,1461753,787721,732185,560351,524853,34780,0,0,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:11 AM
2022/04/15,All Providers,286,156,132,2925,365,2555,0,0,1462039,787877,732317,563276,525218,37335,0,0,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:11 AM
2022/04/16,All Providers,171,109,65,1041,159,870,0,0,1462210,787986,732382,564317,525377,38205,0,0,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:11 AM
2022/04/17,All Providers,88,74,14,384,69,315,0,0,1462298,788060,732396,564701,525446,38520,0,0,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:11 AM
2022/04/18,All Providers,220,127,95,2570,294,2269,0,0,1462518,788187,732491,567271,525740,40789,0,0,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:11 AM
2022/04/19,All Providers,200,119,85,2607,302,2296,0,0,1462718,788306,732576,569878,526042,43085,0,0,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:11 AM
2022/04/20,All Providers,208,113,97,2356,328,2023,0,0,1462926,788419,732673,572234,526370,45108,0,0,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:11 AM
2022/04/21,All Providers,210,132,79,2312,324,1976,0,0,1463136,788551,732752,574546,526694,47084,0,0,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:11 AM
2022/04/22,All Providers,216,117,103,2571,320,2241,0,0,1463352,788668,732855,577117,527014,49325,0,0,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:11 AM
2022/04/23,All Providers,124,76,48,946,164,777,0,0,1463476,788744,732903,578063,527178,50102,0,0,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:11 AM
2022/04/24,All Providers,65,40,25,510,76,432,0,0,1463541,788784,732928,578573,527254,50534,0,0,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:11 AM
2022/04/25,All Providers,178,88,92,2202,298,1892,0,0,1463719,788872,733020,580775,527552,52426,0,0,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:11 AM
2022/04/26,All Providers,205,97,111,2123,283,1834,0,0,1463924,788969,733131,582898,527835,54260,0,0,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:11 AM
2022/04/27,All Providers,197,108,92,2077,297,1769,0,0,1464121,789077,733223,584975,528132,56029,0,0,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:11 AM
2022/04/28,All Providers,185,109,76,2201,311,1883,0,0,1464306,789186,733299,587176,528443,57912,0,0,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:11 AM
2022/04/29,All Providers,205,115,94,2592,329,2255,0,0,1464511,789301,733393,589768,528772,60167,0,0,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:11 AM
2022/04/30,All Providers,105,51,56,927,188,737,0,0,1464616,789352,733449,590695,528960,60904,0,0,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:11 AM
2022/05/01,All Providers,71,43,28,492,85,401,0,0,1464687,789395,733477,591187,529045,61305,0,0,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:11 AM
2022/05/02,All Providers,204,123,83,2215,274,1934,0,0,1464891,789518,733560,593402,529319,63239,0,0,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:11 AM
2022/05/03,All Providers,147,86,62,1841,252,1576,0,0,1465038,789604,733622,595243,529571,64815,0,0,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:11 AM
2022/05/04,All Providers,187,87,103,2141,294,1835,0,0,1465225,789691,733725,597384,529865,66650,0,0,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:11 AM
2022/05/05,All Providers,180,107,75,1914,242,1663,0,0,1465405,789798,733800,599298,530107,68313,0,0,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:11 AM
2022/05/06,All Providers,190,97,95,2321,311,1998,0,0,1465595,789895,733895,601619,530418,70311,0,0,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:11 AM
2022/05/07,All Providers,113,63,51,872,138,728,0,0,1465708,789958,733946,602491,530556,71039,0,0,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:11 AM
2022/05/08,All Providers,66,43,23,405,75,330,0,0,1465774,790001,733969,602896,530631,71369,0,0,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:11 AM
2022/05/09,All Providers,178,92,89,1986,279,1699,0,0,1465952,790093,734058,604882,530910,73068,0,0,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:11 AM
2022/05/10,All Providers,165,87,78,1773,249,1519,0,0,1466117,790180,734136,606655,531159,74587,0,0,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:11 AM
2022/05/11,All Providers,219,123,99,2008,278,1723,0,0,1466336,790303,734235,608663,531437,76310,0,0,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:11 AM
2022/05/12,All Providers,169,93,79,2059,287,1761,0,0,1466505,790396,734314,610722,531724,78071,0,0,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:11 AM
2022/05/13,All Providers,223,124,100,2465,338,2117,0,0,1466728,790520,734414,613187,532062,80188,0,0,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:11 AM
2022/05/14,All Providers,126,73,53,993,176,811,0,0,1466854,790593,734467,614180,532238,80999,0,0,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:11 AM
2022/05/15,All Providers,64,38,26,499,88,409,0,0,1466918,790631,734493,614679,532326,81408,0,0,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:11 AM
2022/05/16,All Providers,193,106,89,1986,286,1686,0,0,1467111,790737,734582,616665,532612,83094,0,0,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:11 AM
2022/05/17,All Providers,182,107,79,1856,285,1563,0,0,1467293,790844,734661,618521,532897,84657,0,0,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:11 AM
2022/05/18,All Providers,180,106,76,1821,321,1491,0,0,1467473,790950,734737,620342,533218,86148,0,0,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:11 AM
2022/05/19,All Providers,172,100,73,1837,298,1522,0,0,1467645,791050,734810,622179,533516,87670,0,0,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:11 AM
2022/05/20,All Providers,242,145,97,2624,560,2046,0,0,1467887,791195,734907,624803,534076,89716,0,0,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:11 AM
2022/05/21,All Providers,138,89,50,1253,423,823,0,0,1468025,791284,734957,626056,534499,90539,0,0,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:11 AM
2022/05/22,All Providers,78,33,46,746,299,441,0,0,1468103,791317,735003,626802,534798,90980,0,0,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:11 AM
2022/05/23,All Providers,208,114,98,2355,589,1749,0,0,1468311,791431,735101,629157,535387,92729,0,0,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:11 AM
2022/05/24,All Providers,169,89,82,2052,572,1464,0,0,1468480,791520,735183,631209,535959,94193,0,0,11/01/2023 05:43:00 AM,11/01/2023 07:28:13 AM,11/01/2023 08:15:11 AM
